xs,ys,cat
-0.07314502214280534,-0.6087493960262106,0.0
-0.9855878509670477,-0.6931017121490909,1.0
-0.789797955365621,0.6946337898540522,1.0
0.5889408837261779,0.7752432168394253,1.0
-1.4651389614934587,-0.4430858201823435,1.0
0.6206831466864049,-0.03622093680980186,0.0
-0.027714312264825153,-1.1733241116212538,1.0
-1.2189665810126893,-0.20643092275114908,1.0
0.865441558414632,0.9685675712119395,1.0
-1.2542853299448866,0.2973139054228228,1.0
0.5665480359430527,0.2731410633787701,0.0
0.59568273853338,-0.10764273395302502,0.0
-0.6246278156105873,-0.5340332912827714,0.0
0.8416587859139869,0.0512194256284945,0.0
0.16089917491211436,-1.1943265866230595,1.0
0.6793699121338415,-0.2429825860408881,1.0
-0.8999088305550388,0.7052819241642756,0.0
0.828202516078283,-0.7478767784237133,1.0
1.3136161322589786,-0.3191368821060374,1.0
-1.1926068312418736,0.4598625531691577,1.0
0.60223602210949,-0.7986752757818019,0.0
-0.6496001122638457,0.858358886113767,1.0
0.7688673853058764,0.3714285167040763,0.0
0.9926078042503105,-0.06797947102218144,0.0
-0.6731268656839936,-0.005910081447800564,0.0
0.7053253180791582,0.23943163786526753,1.0
-0.6186445446625243,0.8095320573735362,1.0
0.8796459580280886,-0.8878394951414957,1.0
0.7393124699169932,-0.47809755595521813,0.0
-1.0375935226735253,-0.043716173323300515,1.0
-0.626494862491397,0.6984883847685047,1.0
1.558687732956187,0.11434640640518999,1.0
-0.03411190476123078,-1.1679303263660403,1.0
0.4960497315409291,-0.3084202039201253,0.0
0.9082251594853087,0.022337248498716107,0.0
-1.0397538695481081,0.4980413576897728,1.0
-0.5475616741435239,0.35479345085186975,0.0
1.108067426980721,-0.8658205322110316,1.0
-0.4254703808270513,-0.028796574142483315,0.0
-0.8484844211926259,-0.7352275000382196,1.0
-0.425986471024882,-1.0568117419396277,1.0
-0.9085820522562524,-0.9851324009859782,1.0
0.0020801879433331575,-0.9415128821884664,0.0
0.8477471681380074,-0.3792950523677339,1.0
-1.429461226503063,-0.2683376208684588,1.0
0.6533949705341969,-0.2558083579727883,0.0
0.16998740749596689,0.7428050822371861,0.0
0.5403457351143739,0.34839943454320194,0.0
0.28571242327687674,0.7043502706052603,1.0
1.1201660590685274,0.6726562054237595,1.0
-0.7251295449327854,-0.16035845020761988,0.0
0.4527058604963356,0.9134449678136229,0.0
-0.634967006956793,0.8689775994504492,1.0
-0.14640922769454884,1.0012609529159329,1.0
0.9181888689385075,-0.3322620365635112,1.0
-0.15670578006322292,1.0222421672308468,0.0
-0.16269382295516022,0.6706696723735049,0.0
-0.36164154201168214,1.0274491351521455,1.0
0.9601798693312813,0.219653015755586,0.0
-0.668194751982064,0.29344083602221,0.0
-1.2541624170172234,-0.9667721940762664,1.0
-0.1009965273954717,0.8246781625400679,0.0
0.2920513258628513,1.0333959889836386,1.0
0.39320687850356667,1.0955801934817557,1.0
0.8586226193921878,-0.19201129552992097,1.0
0.31445770949039104,-0.6716101419366628,0.0
-0.8806623591891327,0.421950091942146,0.0
-1.195416956400065,-0.7009409832599913,1.0
-0.7414636379440892,0.7472337017619319,1.0
-0.3218986700351387,-0.83387072196229,0.0
-0.1674796038864776,-0.9291359999509425,1.0
-0.8388707975838627,-0.11077723677432372,0.0
-0.23945561241045063,-0.6400030507842874,0.0
0.49941248080825773,0.8715347053758525,1.0
-0.2475541264582087,-0.6897322956651789,0.0
-0.07751496992234115,0.2764527082596063,0.0
0.397147490703478,0.7061429069420988,0.0
-0.3720244034671372,0.4799579846305533,0.0
0.5722391464035804,-0.9344041415484329,0.0
0.5532650992392044,-0.5511316173254354,0.0
-0.24301326051115846,0.18998885185336117,0.0
1.1221175567930748,0.24791049579673627,1.0
-0.1987335621145719,1.4755241863339534,1.0
0.026030467328185494,0.822079933101653,1.0
0.5113210659008119,0.6917613997906216,0.0
-0.08945227292727538,1.287420935309673,1.0
-0.9200584175484425,0.05369497589252001,0.0
1.263897185363225,0.40809842035357763,1.0
0.46024983024077826,-0.7250255674022761,0.0
-0.3911020737530264,1.4241179039221814,1.0
0.6609086167104363,-1.2102666006074558,1.0
-0.11240291625955846,0.8018548938387713,0.0
0.7583194617555634,0.006833862910032228,0.0
0.16915399475040854,-0.7098453254780134,0.0
0.27878492624912493,1.0800633657656602,1.0
0.9754436310654171,0.0646364252568819,1.0
0.47142757830402077,-0.6303310248648327,0.0
0.2836390056945274,-0.7023726506524947,0.0
-1.2859063139150209,-0.31288772672980214,1.0
1.1329578933611766,1.468381823646827,1.0
-0.8892932258328243,0.8776149029377752,1.0
-0.598663629119314,-0.8522708898608496,1.0
-0.6847349296221787,0.3921450870428291,0.0
-0.8864120175065318,0.7374014192699606,1.0
0.6119902769449326,0.2992916905687494,0.0
1.019633542409698,0.10976884256786582,1.0
-0.8374796566090611,-0.47848256717071563,0.0
0.8677969539920292,0.16463287325310955,0.0
-1.1174840684824856,0.9625190969451756,1.0
-1.0349893667515688,0.8115511216386782,0.0
-0.17246429086588624,0.6516648575228255,0.0
0.7934363013237358,0.5114717247809009,0.0
-1.0862554421190556,0.020074951150168673,1.0
1.440263861181265,-0.6008919566869925,1.0
0.5912889242510516,0.22610747407403387,0.0
-0.21501540946044234,-0.8745263266404818,0.0
1.1734970570630268,-0.3865133463991236,1.0
0.8196408628884247,1.1816250552082028,1.0
1.0935802153303902,-0.43493595570192234,0.0
0.757417240348898,0.19192088274662558,0.0
-0.9210427719378496,-1.0086044630142805,1.0
-0.7079949865659372,-0.41552418049988143,0.0
-0.24506507388233595,-0.45451389154102456,0.0
0.09294228015100299,0.5129812583283412,0.0
-0.38921727586183247,1.4065930485341491,1.0
-0.8972658258435052,-0.5977733031182161,1.0
-1.0054199893442672,-0.7690800468591894,1.0
-0.04922534176316823,-0.8232654071569737,0.0
-1.5017549921592181,0.09477469563136051,1.0
0.0854443354105741,0.8664370253803425,0.0
-0.33083786092304174,-0.8175019518382456,0.0
1.0604672861540272,-0.18213276737288694,1.0
0.23483123425538144,1.2592312043355192,1.0
1.1402689264235932,0.1258977827440323,1.0
0.35184975112507605,-0.6076188828451397,0.0
-0.5160033648814666,0.4934722496246741,0.0
0.9355373390958698,-0.13982996120986918,1.0
0.23812172392741093,0.7424087181044626,0.0
0.7778669461408287,0.4990016577320311,1.0
1.504813592806688,-0.28324885637522895,1.0
-1.0964861617943673,-0.15189310245976087,1.0
0.5178334131569505,0.09067777933188789,0.0
0.6348317251501104,0.9913692972020852,1.0
0.7026987452427839,-0.1547357343993797,0.0
0.5274589227937978,-0.6452007425373453,0.0
0.4090646655688783,0.1696005897054636,0.0
-1.50536221830231,-0.11815183186059004,1.0
0.3888787874140385,1.463072527162667,1.0
0.8583538381563343,-0.10461910637003329,0.0
-1.0492641850516098,-0.5742959161365304,1.0
-0.8596836174131633,-0.548786459766128,0.0
0.014099097374433829,1.5948102099344832,1.0
-0.3580584725899804,0.8383974266505877,1.0
-0.3366075594577535,-0.5333075246473002,0.0
-0.4659441220015818,-0.4184854393690889,0.0
-1.6920170758907607,0.23620769969935454,1.0
-0.8142024212332958,-0.715167689630591,0.0
-0.3099842642623389,-0.8956264080630135,0.0
1.0029178751167116,0.5437133581940453,0.0
-0.8353802501305702,-0.6345973439183539,1.0
1.168210134932065,-0.7261699280604869,1.0
-0.054061737022663314,-0.8634047275160056,1.0
0.6093676366103742,0.11046362731405021,0.0
0.6593245691633012,0.5790710268282572,0.0
0.4607787078811975,-0.34514269975481754,0.0
0.609988812799793,0.33937994785044506,0.0
-0.5442997856093423,-0.846144205897495,0.0
1.230224712794481,0.6056114140825869,1.0
0.15307404503870814,1.1116290793837693,1.0
-0.2199014705229202,0.4473805026559445,0.0
-0.5784274732964089,0.30625438633144453,0.0
0.08822657552940646,-0.42489847539644654,0.0
0.06358842725597495,1.0315304302413306,0.0
-0.4713200131623867,0.2211287412194364,0.0
0.5266636301864123,-0.867248017041735,1.0
-0.7990393932522489,0.47619183851639574,0.0
-1.2396051044833334,0.8523882798276945,1.0
-0.9855748182773569,0.3244295398355966,1.0
-0.6792572227706913,0.7210472926893722,0.0
0.9655436364771322,-0.9640144570138971,1.0
-1.112922604736948,-0.7756249905922121,1.0
0.4976291743884582,-0.4898195403962626,0.0
0.6614067405498051,0.486619796922256,0.0
-0.6678511528993257,0.6249925113794856,0.0
1.098045310829753,0.8778631458509365,1.0
-0.5185242703623021,1.4367391260184086,1.0
0.9304625755632461,0.46961650994996884,0.0
0.48837905567993556,1.2227773009731222,1.0
0.36525437908646996,0.896017411403727,0.0
1.0905612646896377,0.65400601377168,1.0
1.033818286255828,0.26447070275333034,1.0
